branch,layer,ctype,r_obs,p_value,n_perm_used,p_adjusted,reject_H0
within_layer__clr_false__thickness_absolute,l6,OPC,0.6827123149073883,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,Oligo,0.6015298371057344,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,Pvalb,0.40050001139108443,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,Sst,0.26032940634629104,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_relative,l1,Astro,-0.042369563927088606,0.800332778702163,600,0.8438291253707588,False
within_layer__clr_false__thickness_relative,l1,Endo,-0.03226696996332104,0.6006655574043261,600,0.7666389351081531,False
within_layer__clr_false__thickness_relative,l1,Lamp5,0.18897184002105413,0.40099833610648916,600,0.6482806433721574,False
within_layer__clr_false__thickness_relative,l1,Micro-PVM,0.026264700466373705,0.6006655574043261,600,0.7666389351081531,False
within_layer__clr_false__thickness_relative,l1,OPC,0.14156791220792703,0.40099833610648916,600,0.6482806433721574,False
within_layer__clr_false__thickness_relative,l1,Pax6,-0.0807123416140182,0.800332778702163,600,0.8438291253707588,False
within_layer__clr_false__thickness_relative,l1,Sncg,0.5123154804499209,0.0016638935108153079,600,0.007685603359480231,True
